condition,corpus_index,trace_id,problem_id,analysis_length_label,solution_token_count,sampled_token_count,sampled_fraction
full_token_uniform,84,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000014,other_correct,332,36,0.10843373493975904
full_token_uniform,85,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000014,other_correct,341,39,0.11436950146627566
full_token_uniform,86,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000014,long,357,38,0.10644257703081232
full_token_uniform,87,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000014,other_correct,320,25,0.078125
full_token_uniform,88,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000014,short,270,35,0.12962962962962962
full_token_uniform,89,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000014,long,390,34,0.08717948717948718
full_token_uniform,90,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000014,medium,332,37,0.11144578313253012
full_token_uniform,91,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000014,long,429,39,0.09090909090909091
full_token_uniform,92,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000014,long,403,38,0.09429280397022333
full_token_uniform,93,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000014,other_correct,350,34,0.09714285714285714
full_token_uniform,94,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000014,other_correct,356,37,0.10393258426966293
full_token_uniform,95,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000014,other_correct,297,34,0.11447811447811448
full_token_uniform,96,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000016,long,423,37,0.08747044917257683
full_token_uniform,97,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000016,other_correct,335,35,0.1044776119402985
full_token_uniform,98,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000016,short,280,27,0.09642857142857143
full_token_uniform,99,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000016,medium,310,32,0.1032258064516129
full_token_uniform,100,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000016,short,273,32,0.11721611721611722
full_token_uniform,101,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000016,other_correct,336,36,0.10714285714285714
full_token_uniform,102,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000016,short,280,29,0.10357142857142858
full_token_uniform,103,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000016,long,337,31,0.09198813056379822
full_token_uniform,104,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000016,other_correct,305,36,0.1180327868852459
full_token_uniform,105,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000016,other_correct,326,27,0.08282208588957055
full_token_uniform,106,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000016,other_correct,307,29,0.09446254071661238
full_token_uniform,107,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000016,short,266,30,0.11278195488721804
full_token_uniform,108,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000016,long,425,46,0.10823529411764705
full_token_uniform,109,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000016,long,336,47,0.13988095238095238
full_token_uniform,110,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000016,other_correct,297,32,0.10774410774410774
full_token_uniform,111,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000016,other_correct,322,29,0.09006211180124224
full_token_uniform,128,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000024,other_correct,151,17,0.11258278145695365
full_token_uniform,129,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000024,other_correct,162,26,0.16049382716049382
full_token_uniform,130,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000024,short,147,14,0.09523809523809523
full_token_uniform,131,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000024,long,174,14,0.08045977011494253
full_token_uniform,132,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000024,other_correct,173,14,0.08092485549132948
full_token_uniform,133,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000024,other_correct,151,13,0.08609271523178808
full_token_uniform,134,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000024,long,185,16,0.08648648648648649
full_token_uniform,135,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000024,long,179,16,0.0893854748603352
full_token_uniform,136,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000024,other_correct,157,13,0.08280254777070063
full_token_uniform,137,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000024,short,141,14,0.09929078014184398
full_token_uniform,138,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000024,other_correct,150,15,0.1
full_token_uniform,139,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000024,other_correct,165,21,0.12727272727272726
full_token_uniform,140,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000024,short,149,14,0.09395973154362416
full_token_uniform,141,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000024,medium,152,14,0.09210526315789473
full_token_uniform,142,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000024,short,139,15,0.1079136690647482
full_token_uniform,143,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000024,long,174,18,0.10344827586206896
full_token_uniform,144,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000025,long,346,35,0.10115606936416185
full_token_uniform,145,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000025,other_correct,297,45,0.15151515151515152
full_token_uniform,146,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000025,other_correct,276,32,0.11594202898550725
full_token_uniform,147,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000025,other_correct,291,29,0.09965635738831616
full_token_uniform,148,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000025,other_correct,281,28,0.099644128113879
full_token_uniform,149,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000025,other_correct,276,31,0.11231884057971014
full_token_uniform,150,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000025,medium,289,28,0.09688581314878893
full_token_uniform,151,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000025,long,311,25,0.08038585209003216
full_token_uniform,152,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000025,other_correct,297,29,0.09764309764309764
full_token_uniform,153,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000025,long,325,24,0.07384615384615385
full_token_uniform,154,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000025,short,273,25,0.09157509157509157
full_token_uniform,155,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000025,long,315,35,0.1111111111111111
full_token_uniform,156,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000025,short,236,24,0.1016949152542373
full_token_uniform,157,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000025,other_correct,295,31,0.10508474576271186
full_token_uniform,158,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000025,short,264,21,0.07954545454545454
full_token_uniform,159,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000025,short,271,29,0.1070110701107011
full_token_uniform,208,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000034,long,249,23,0.09236947791164658
full_token_uniform,209,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000034,long,239,25,0.10460251046025104
full_token_uniform,210,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000034,short,197,22,0.1116751269035533
full_token_uniform,211,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000034,short,193,23,0.11917098445595854
full_token_uniform,212,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000034,long,223,22,0.09865470852017937
full_token_uniform,213,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000034,other_correct,214,34,0.1588785046728972
full_token_uniform,214,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000034,other_correct,220,15,0.06818181818181818
full_token_uniform,215,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000034,short,164,17,0.10365853658536585
full_token_uniform,216,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000034,other_correct,210,20,0.09523809523809523
full_token_uniform,217,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000034,medium,209,21,0.10047846889952153
full_token_uniform,218,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000034,other_correct,205,33,0.16097560975609757
full_token_uniform,219,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000034,other_correct,222,19,0.08558558558558559
full_token_uniform,220,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000034,long,240,29,0.12083333333333333
full_token_uniform,221,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000034,other_correct,202,28,0.13861386138613863
full_token_uniform,222,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000034,short,200,28,0.14
full_token_uniform,223,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000034,other_correct,201,17,0.0845771144278607
full_token_uniform,256,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000041,other_correct,151,9,0.059602649006622516
full_token_uniform,257,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000041,medium,149,25,0.16778523489932887
full_token_uniform,258,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000041,long,194,22,0.1134020618556701
full_token_uniform,259,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000041,other_correct,152,15,0.09868421052631579
full_token_uniform,260,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000041,other_correct,148,16,0.10810810810810811
full_token_uniform,261,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000041,short,126,20,0.15873015873015872
full_token_uniform,262,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000041,other_correct,150,15,0.1
full_token_uniform,263,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000041,short,129,14,0.10852713178294573
full_token_uniform,264,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000041,short,135,20,0.14814814814814814
full_token_uniform,265,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000041,long,162,16,0.09876543209876543
full_token_uniform,266,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000041,long,166,19,0.1144578313253012
full_token_uniform,267,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000041,other_correct,148,18,0.12162162162162163
full_token_uniform,268,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000041,short,146,18,0.1232876712328767
full_token_uniform,269,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000041,other_correct,147,8,0.05442176870748299
full_token_uniform,270,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000041,other_correct,154,13,0.08441558441558442
full_token_uniform,271,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000041,long,179,15,0.08379888268156424
full_token_uniform,272,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000044,other_correct,344,50,0.14534883720930233
full_token_uniform,273,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000044,other_correct,369,39,0.10569105691056911
full_token_uniform,274,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000044,other_correct,341,35,0.10263929618768329
full_token_uniform,275,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000044,short,333,32,0.0960960960960961
full_token_uniform,276,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000044,medium,358,35,0.09776536312849161
full_token_uniform,277,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000044,other_correct,359,36,0.10027855153203342
full_token_uniform,278,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000044,other_correct,361,37,0.10249307479224377
full_token_uniform,279,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000044,long,380,38,0.1
full_token_uniform,280,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000044,long,370,26,0.07027027027027027
full_token_uniform,281,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000044,short,314,38,0.12101910828025478
full_token_uniform,282,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000044,other_correct,363,33,0.09090909090909091
full_token_uniform,283,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000044,long,457,46,0.10065645514223195
full_token_uniform,284,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000044,other_correct,344,36,0.10465116279069768
full_token_uniform,285,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000044,long,421,42,0.0997624703087886
full_token_uniform,286,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000044,short,308,26,0.08441558441558442
full_token_uniform,287,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000044,short,259,22,0.08494208494208494
full_token_uniform,288,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000046,other_correct,292,22,0.07534246575342465
full_token_uniform,289,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000046,other_correct,313,30,0.09584664536741214
full_token_uniform,290,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000046,other_correct,289,19,0.0657439446366782
full_token_uniform,291,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000046,short,211,24,0.11374407582938388
full_token_uniform,292,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000046,other_correct,291,28,0.09621993127147767
full_token_uniform,293,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000046,other_correct,304,35,0.11513157894736842
full_token_uniform,294,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000046,medium,299,27,0.0903010033444816
full_token_uniform,295,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000046,other_correct,308,36,0.11688311688311688
full_token_uniform,296,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000046,short,213,19,0.0892018779342723
full_token_uniform,297,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000046,long,357,48,0.13445378151260504
full_token_uniform,298,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000046,other_correct,314,34,0.10828025477707007
full_token_uniform,299,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000046,long,316,41,0.12974683544303797
full_token_uniform,300,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000046,short,241,25,0.1037344398340249
full_token_uniform,301,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000046,long,387,44,0.11369509043927649
full_token_uniform,302,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000046,long,322,36,0.11180124223602485
full_token_uniform,303,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000046,short,280,36,0.12857142857142856
full_token_uniform,304,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000048,short,210,20,0.09523809523809523
full_token_uniform,305,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000048,short,213,22,0.10328638497652583
full_token_uniform,306,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000048,other_correct,251,30,0.11952191235059761
full_token_uniform,307,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000048,medium,261,27,0.10344827586206896
full_token_uniform,308,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000048,other_correct,263,26,0.09885931558935361
full_token_uniform,309,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000048,short,194,24,0.12371134020618557
full_token_uniform,310,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000048,other_correct,236,22,0.09322033898305085
full_token_uniform,311,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000048,long,345,31,0.08985507246376812
full_token_uniform,312,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000048,short,213,26,0.12206572769953052
full_token_uniform,313,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000048,other_correct,272,34,0.125
full_token_uniform,314,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000048,long,302,27,0.08940397350993377
full_token_uniform,315,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000048,other_correct,265,22,0.0830188679245283
full_token_uniform,316,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000048,other_correct,279,37,0.13261648745519714
full_token_uniform,317,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000048,long,283,34,0.12014134275618374
full_token_uniform,318,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000048,other_correct,214,16,0.07476635514018691
full_token_uniform,319,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000048,long,288,34,0.11805555555555555
full_token_uniform,320,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000049,other_correct,210,18,0.08571428571428572
full_token_uniform,321,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000049,other_correct,214,27,0.1261682242990654
full_token_uniform,322,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000049,long,241,26,0.1078838174273859
full_token_uniform,323,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000049,other_correct,199,19,0.09547738693467336
full_token_uniform,324,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000049,long,217,24,0.11059907834101383
full_token_uniform,325,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000049,short,178,14,0.07865168539325842
full_token_uniform,326,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000049,short,175,21,0.12
full_token_uniform,327,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000049,other_correct,188,14,0.07446808510638298
full_token_uniform,328,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000049,other_correct,210,16,0.0761904761904762
full_token_uniform,329,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000049,long,302,37,0.12251655629139073
full_token_uniform,330,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000049,other_correct,193,18,0.09326424870466321
full_token_uniform,331,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000049,medium,199,12,0.06030150753768844
full_token_uniform,332,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000049,short,139,12,0.08633093525179857
full_token_uniform,333,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000049,short,159,14,0.0880503144654088
full_token_uniform,334,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000049,other_correct,204,26,0.12745098039215685
full_token_uniform,335,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000049,long,217,24,0.11059907834101383
full_token_uniform,336,hf-000052:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000052,short,216,22,0.10185185185185185
full_token_uniform,337,hf-000052:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000052,medium,264,31,0.11742424242424243
