condition,corpus_index,trace_id,problem_id,analysis_length_label,solution_token_count,sampled_token_count,sampled_fraction
prefix64_trace_balanced,87,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000014,other_correct,320,25,0.078125
prefix64_trace_balanced,88,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000014,short,270,25,0.09259259259259259
prefix64_trace_balanced,89,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000014,long,390,25,0.0641025641025641
prefix64_trace_balanced,90,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000014,medium,332,25,0.07530120481927711
prefix64_trace_balanced,91,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000014,long,429,26,0.06060606060606061
prefix64_trace_balanced,92,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000014,long,403,26,0.06451612903225806
prefix64_trace_balanced,93,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000014,other_correct,350,25,0.07142857142857142
prefix64_trace_balanced,94,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000014,other_correct,356,25,0.0702247191011236
prefix64_trace_balanced,95,hf-000014:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000014,other_correct,297,26,0.08754208754208755
prefix64_trace_balanced,96,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000016,long,423,25,0.0591016548463357
prefix64_trace_balanced,97,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000016,other_correct,335,25,0.07462686567164178
prefix64_trace_balanced,98,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000016,short,280,25,0.08928571428571429
prefix64_trace_balanced,99,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000016,medium,310,25,0.08064516129032258
prefix64_trace_balanced,100,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000016,short,273,25,0.09157509157509157
prefix64_trace_balanced,101,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000016,other_correct,336,25,0.0744047619047619
prefix64_trace_balanced,102,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000016,short,280,26,0.09285714285714286
prefix64_trace_balanced,103,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000016,long,337,25,0.07418397626112759
prefix64_trace_balanced,104,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000016,other_correct,305,26,0.08524590163934426
prefix64_trace_balanced,105,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000016,other_correct,326,25,0.07668711656441718
prefix64_trace_balanced,106,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000016,other_correct,307,26,0.08469055374592833
prefix64_trace_balanced,107,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000016,short,266,26,0.09774436090225563
prefix64_trace_balanced,108,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000016,long,425,25,0.058823529411764705
prefix64_trace_balanced,109,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000016,long,336,25,0.0744047619047619
prefix64_trace_balanced,110,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000016,other_correct,297,26,0.08754208754208755
prefix64_trace_balanced,111,hf-000016:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000016,other_correct,322,25,0.07763975155279502
prefix64_trace_balanced,128,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000024,other_correct,151,25,0.16556291390728478
prefix64_trace_balanced,129,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000024,other_correct,162,25,0.15432098765432098
prefix64_trace_balanced,130,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000024,short,147,26,0.17687074829931973
prefix64_trace_balanced,131,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000024,long,174,26,0.14942528735632185
prefix64_trace_balanced,132,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000024,other_correct,173,25,0.14450867052023122
prefix64_trace_balanced,133,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000024,other_correct,151,25,0.16556291390728478
prefix64_trace_balanced,134,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000024,long,185,25,0.13513513513513514
prefix64_trace_balanced,135,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000024,long,179,25,0.13966480446927373
prefix64_trace_balanced,136,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000024,other_correct,157,25,0.1592356687898089
prefix64_trace_balanced,137,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000024,short,141,25,0.1773049645390071
prefix64_trace_balanced,138,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000024,other_correct,150,26,0.17333333333333334
prefix64_trace_balanced,139,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000024,other_correct,165,25,0.15151515151515152
prefix64_trace_balanced,140,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000024,short,149,25,0.16778523489932887
prefix64_trace_balanced,141,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000024,medium,152,25,0.16447368421052633
prefix64_trace_balanced,142,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000024,short,139,26,0.18705035971223022
prefix64_trace_balanced,143,hf-000024:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000024,long,174,25,0.14367816091954022
prefix64_trace_balanced,144,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000025,long,346,25,0.07225433526011561
prefix64_trace_balanced,145,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000025,other_correct,297,25,0.08417508417508418
prefix64_trace_balanced,146,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000025,other_correct,276,25,0.09057971014492754
prefix64_trace_balanced,147,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000025,other_correct,291,26,0.08934707903780069
prefix64_trace_balanced,148,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000025,other_correct,281,26,0.09252669039145907
prefix64_trace_balanced,149,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000025,other_correct,276,26,0.09420289855072464
prefix64_trace_balanced,150,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000025,medium,289,26,0.08996539792387544
prefix64_trace_balanced,151,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000025,long,311,26,0.08360128617363344
prefix64_trace_balanced,152,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000025,other_correct,297,25,0.08417508417508418
prefix64_trace_balanced,153,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000025,long,325,25,0.07692307692307693
prefix64_trace_balanced,154,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000025,short,273,25,0.09157509157509157
prefix64_trace_balanced,155,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000025,long,315,25,0.07936507936507936
prefix64_trace_balanced,156,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000025,short,236,26,0.11016949152542373
prefix64_trace_balanced,157,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000025,other_correct,295,25,0.0847457627118644
prefix64_trace_balanced,158,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000025,short,264,25,0.0946969696969697
prefix64_trace_balanced,159,hf-000025:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000025,short,271,25,0.09225092250922509
prefix64_trace_balanced,208,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000034,long,249,26,0.10441767068273092
prefix64_trace_balanced,209,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000034,long,239,26,0.1087866108786611
prefix64_trace_balanced,210,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000034,short,197,26,0.1319796954314721
prefix64_trace_balanced,211,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000034,short,193,25,0.12953367875647667
prefix64_trace_balanced,212,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000034,long,223,25,0.11210762331838565
prefix64_trace_balanced,213,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000034,other_correct,214,25,0.11682242990654206
prefix64_trace_balanced,214,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000034,other_correct,220,25,0.11363636363636363
prefix64_trace_balanced,215,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000034,short,164,26,0.15853658536585366
prefix64_trace_balanced,216,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000034,other_correct,210,25,0.11904761904761904
prefix64_trace_balanced,217,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000034,medium,209,25,0.11961722488038277
prefix64_trace_balanced,218,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000034,other_correct,205,25,0.12195121951219512
prefix64_trace_balanced,219,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000034,other_correct,222,25,0.11261261261261261
prefix64_trace_balanced,220,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000034,long,240,25,0.10416666666666667
prefix64_trace_balanced,221,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000034,other_correct,202,26,0.12871287128712872
prefix64_trace_balanced,222,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000034,short,200,25,0.125
prefix64_trace_balanced,223,hf-000034:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000034,other_correct,201,25,0.12437810945273632
prefix64_trace_balanced,256,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000041,other_correct,151,25,0.16556291390728478
prefix64_trace_balanced,257,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000041,medium,149,25,0.16778523489932887
prefix64_trace_balanced,258,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000041,long,194,25,0.12886597938144329
prefix64_trace_balanced,259,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000041,other_correct,152,26,0.17105263157894737
prefix64_trace_balanced,260,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000041,other_correct,148,25,0.16891891891891891
prefix64_trace_balanced,261,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000041,short,126,26,0.20634920634920634
prefix64_trace_balanced,262,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000041,other_correct,150,26,0.17333333333333334
prefix64_trace_balanced,263,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000041,short,129,25,0.1937984496124031
prefix64_trace_balanced,264,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000041,short,135,25,0.18518518518518517
prefix64_trace_balanced,265,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000041,long,162,25,0.15432098765432098
prefix64_trace_balanced,266,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000041,long,166,26,0.1566265060240964
prefix64_trace_balanced,267,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000041,other_correct,148,25,0.16891891891891891
prefix64_trace_balanced,268,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000041,short,146,25,0.17123287671232876
prefix64_trace_balanced,269,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000041,other_correct,147,25,0.17006802721088435
prefix64_trace_balanced,270,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000041,other_correct,154,25,0.16233766233766234
prefix64_trace_balanced,271,hf-000041:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000041,long,179,25,0.13966480446927373
prefix64_trace_balanced,272,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000044,other_correct,344,25,0.07267441860465117
prefix64_trace_balanced,273,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000044,other_correct,369,25,0.06775067750677506
prefix64_trace_balanced,274,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000044,other_correct,341,25,0.07331378299120235
prefix64_trace_balanced,275,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000044,short,333,25,0.07507507507507508
prefix64_trace_balanced,276,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000044,medium,358,25,0.06983240223463687
prefix64_trace_balanced,277,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000044,other_correct,359,25,0.06963788300835655
prefix64_trace_balanced,278,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000044,other_correct,361,25,0.06925207756232687
prefix64_trace_balanced,279,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000044,long,380,25,0.06578947368421052
prefix64_trace_balanced,280,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000044,long,370,26,0.07027027027027027
prefix64_trace_balanced,281,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000044,short,314,25,0.07961783439490445
prefix64_trace_balanced,282,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000044,other_correct,363,26,0.07162534435261708
prefix64_trace_balanced,283,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000044,long,457,26,0.05689277899343545
prefix64_trace_balanced,284,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000044,other_correct,344,25,0.07267441860465117
prefix64_trace_balanced,285,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000044,long,421,26,0.06175771971496437
prefix64_trace_balanced,286,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000044,short,308,25,0.08116883116883117
prefix64_trace_balanced,287,hf-000044:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000044,short,259,26,0.10038610038610038
prefix64_trace_balanced,288,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000046,other_correct,292,25,0.08561643835616438
prefix64_trace_balanced,289,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000046,other_correct,313,25,0.07987220447284345
prefix64_trace_balanced,290,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000046,other_correct,289,25,0.08650519031141868
prefix64_trace_balanced,291,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000046,short,211,25,0.11848341232227488
prefix64_trace_balanced,292,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000046,other_correct,291,25,0.0859106529209622
prefix64_trace_balanced,293,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000046,other_correct,304,26,0.08552631578947369
prefix64_trace_balanced,294,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000046,medium,299,25,0.08361204013377926
prefix64_trace_balanced,295,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000046,other_correct,308,25,0.08116883116883117
prefix64_trace_balanced,296,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000046,short,213,25,0.11737089201877934
prefix64_trace_balanced,297,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000046,long,357,25,0.0700280112044818
prefix64_trace_balanced,298,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000046,other_correct,314,25,0.07961783439490445
prefix64_trace_balanced,299,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000046,long,316,25,0.07911392405063292
prefix64_trace_balanced,300,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000046,short,241,25,0.1037344398340249
prefix64_trace_balanced,301,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000046,long,387,26,0.06718346253229975
prefix64_trace_balanced,302,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000046,long,322,25,0.07763975155279502
prefix64_trace_balanced,303,hf-000046:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000046,short,280,25,0.08928571428571429
prefix64_trace_balanced,304,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000048,short,210,25,0.11904761904761904
prefix64_trace_balanced,305,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000048,short,213,26,0.12206572769953052
prefix64_trace_balanced,306,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000048,other_correct,251,25,0.099601593625498
prefix64_trace_balanced,307,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000048,medium,261,25,0.09578544061302682
prefix64_trace_balanced,308,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000048,other_correct,263,25,0.09505703422053231
prefix64_trace_balanced,309,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_05,hf-000048,short,194,26,0.13402061855670103
prefix64_trace_balanced,310,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_06,hf-000048,other_correct,236,26,0.11016949152542373
prefix64_trace_balanced,311,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_07,hf-000048,long,345,25,0.07246376811594203
prefix64_trace_balanced,312,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_08,hf-000048,short,213,26,0.12206572769953052
prefix64_trace_balanced,313,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_09,hf-000048,other_correct,272,26,0.09558823529411764
prefix64_trace_balanced,314,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_10,hf-000048,long,302,25,0.08278145695364239
prefix64_trace_balanced,315,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_11,hf-000048,other_correct,265,25,0.09433962264150944
prefix64_trace_balanced,316,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_12,hf-000048,other_correct,279,25,0.08960573476702509
prefix64_trace_balanced,317,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_13,hf-000048,long,283,25,0.08833922261484099
prefix64_trace_balanced,318,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_14,hf-000048,other_correct,214,26,0.12149532710280374
prefix64_trace_balanced,319,hf-000048:qwen2p5_7b:unconstrained_sample_pool:candidate_15,hf-000048,long,288,25,0.08680555555555555
prefix64_trace_balanced,320,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_00,hf-000049,other_correct,210,25,0.11904761904761904
prefix64_trace_balanced,321,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_01,hf-000049,other_correct,214,25,0.11682242990654206
prefix64_trace_balanced,322,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_02,hf-000049,long,241,26,0.1078838174273859
prefix64_trace_balanced,323,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_03,hf-000049,other_correct,199,25,0.12562814070351758
prefix64_trace_balanced,324,hf-000049:qwen2p5_7b:unconstrained_sample_pool:candidate_04,hf-000049,long,217,26,0.11981566820276497
